Rounded-full Image	Truncate	URL	Text-ellipsis	Leading-6	Leading-6	Text-current	Text-current	Leading-6	Leading-6	Flex	Text-xs	Leading-6
https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628	a99b2268-accb-49dc-be4e-1eb815f430e8	https://omni.variational.io/perpetual/ETH	ETH-PERP	buy	Market	$2,118.00	-	1%	Yes	2026-03-13	11:59:54	7.55972
https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756	ba7dd593-34f0-4061-82fd-1a3e5dc22b8f	https://omni.variational.io/perpetual/SOL	SOL-PERP	buy	Market	$89.7160	-	1%	Yes	2026-03-13	11:59:54	94.778
https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756	570c9724-34de-41af-8b9c-0d6d6b5d7842	https://omni.variational.io/perpetual/SOL	SOL-PERP	sell	Market	$89.2059	-	0.5%	No	2026-03-13	10:43:29	94.778
https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628	2bd0f1a1-e487-4c2c-9cd8-301c3be5609f	https://omni.variational.io/perpetual/ETH	ETH-PERP	sell	Market	$2,110.96	-	0.5%	No	2026-03-13	10:41:52	7.55972
https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740	1a34ffa3-902a-4f98-b62f-48a21a1f46a0	https://omni.variational.io/perpetual/ZEC	ZEC-PERP	sell	Market	$211.854	-	1%	Yes	2026-03-13	10:41:44	35.371
https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756	fa4d3169-398c-4a27-aa43-7cf6527e5c8c	https://omni.variational.io/perpetual/SOL	SOL-PERP	sell	Market	$89.3347	-	1%	Yes	2026-03-13	10:41:44	103.502
https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628	05fed028-1552-4407-ac7b-d54370987abe	https://omni.variational.io/perpetual/ETH	ETH-PERP	sell	Market	$2,111.24	-	1%	Yes	2026-03-13	10:41:44	4.88732
https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756	597dea5b-cc14-481b-9bd7-a419e49b0b75	https://omni.variational.io/perpetual/SOL	SOL-PERP	buy	Limit	$89.9952	$90.0000	0.5%	No	2026-03-13	10:04:20	13.983
https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740	aa4298a5-fe5b-4fc3-958c-7ab7fbc00de0	https://omni.variational.io/perpetual/ZEC	ZEC-PERP	buy	Market	$213.955	-	0.5%	No	2026-03-13	10:03:05	7.8424
https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628	def2f261-2c18-425e-b240-11bb11ef790a	https://omni.variational.io/perpetual/ETH	ETH-PERP	buy	Market	$2,121.91	-	0.5%	No	2026-03-13	10:01:59	4.88732
https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740	3443247b-ed66-4199-b19f-6634618b7495	https://omni.variational.io/perpetual/ZEC	ZEC-PERP	buy	Market	$214.812	-	0.5%	No	2026-03-13	09:45:30	27.5286
https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756	13a3bcc0-5154-4e5a-8284-39a790ada925	https://omni.variational.io/perpetual/SOL	SOL-PERP	buy	Market	$90.7075	-	0.5%	No	2026-03-13	09:42:48	89.519
https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756	1a38db03-24d4-4d28-83be-09e4e4175022	https://omni.variational.io/perpetual/SOL	SOL-PERP	buy	Stop Loss	$87.7224	$87.7000	-	Yes	2026-03-12	21:48:10	
https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756	e20c8175-21a4-410e-9e13-c2ed8c3c7fe8	https://omni.variational.io/perpetual/SOL	SOL-PERP	sell	Market	$86.5241	-	0.1%	No	2026-03-12	21:47:08	97.112
https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740	1704b944-df8a-411b-bf2d-8ab150a351e2	https://omni.variational.io/perpetual/ZEC	ZEC-PERP	sell	Market	$211.827	-	0.1%	No	2026-03-12	21:40:12	6.8597
https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740	f387f72e-9117-4579-8f8b-3b4c7bc4a35d	https://omni.variational.io/perpetual/ZEC	ZEC-PERP	buy	Stop Loss	$213.721	$213.500	-	Yes	2026-03-12	20:13:39	
https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740	42bca565-debf-4067-b1fb-486ecfed831e	https://omni.variational.io/perpetual/ZEC	ZEC-PERP	sell	Market	$210.427	-	0.5%	No	2026-03-12	20:13:19	34.5244
https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628	c980435d-23bb-4280-9acc-bc82ef0cd4f1	https://omni.variational.io/perpetual/ETH	ETH-PERP	buy	Stop Loss	$2,078.04	$2,076.00	-	Yes	2026-03-12	20:13:03	
https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628	065bc8c6-7dc1-46c1-a8da-1a98bc1e9087	https://omni.variational.io/perpetual/ETH	ETH-PERP	sell	Market	$2,058.21	-	0.5%	No	2026-03-12	20:12:47	4.31639
https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740	d3179dde-4545-46e1-acc7-d89769a974b1	https://omni.variational.io/perpetual/ZEC	ZEC-PERP	buy	Stop Loss	$212.281	$212.000	-	Yes	2026-03-12	17:07:13	
https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628	2aa52395-7ea5-482a-a57f-45b76bae72e4	https://omni.variational.io/perpetual/ETH	ETH-PERP	buy	Market	$2,028.78	-	1%	Yes	2026-03-12	14:24:16	4.21472
https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740	f69424c0-c166-49c7-a051-b476f0602634	https://omni.variational.io/perpetual/ZEC	ZEC-PERP	sell	Market	$205.119	-	0.5%	No	2026-03-12	14:12:33	8.0006
https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740	a1ca526e-8c81-4670-9ab0-2e5af4df0238	https://omni.variational.io/perpetual/ZEC	ZEC-PERP	sell	Market	$207.657	-	0.5%	No	2026-03-12	12:29:51	7.6798
https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628	486bf3e7-48e5-47ef-9962-9d48f3864ede	https://omni.variational.io/perpetual/ETH	ETH-PERP	sell	Market	$2,046.31	-	0.5%	No	2026-03-12	09:11:55	4.21472
https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740	3126c87a-fd63-4332-a152-162dcfaa41ee	https://omni.variational.io/perpetual/ZEC	ZEC-PERP	sell	Limit	$213.000	$213.000	0.5%	No	2026-03-12	01:29:35	4.5636
