仓位ID,交易对,方向,数量,开仓价格,开仓时间,平仓价格,平仓时间,状态,PnL,交易次数,原始开仓时间戳,原始平仓时间戳
OMNI/USDT:USDT_1746182953343_reverse,OMNI/USDT:USDT,多头,1.5987211554602254e-14,2.298,2025-5-2 18:49,,,持仓中,0,1,1746182953343,
TURBO/USDT:USDT_1746273144925,TURBO/USDT:USDT,空头,74519,0.0051711,2025-5-3 19:52,0.0052562,2025-5-3 23:39,已平仓,-6.3415669,13,1746273144925,1746286781398
TURBO/USDT:USDT_1746357104437,TURBO/USDT:USDT,多头,3156,0.00495,2025-5-4 19:11,0.0050032,2025-5-4 19:13,已平仓,0.1678991999999993,7,1746357104437,1746357195835
TURBO/USDT:USDT_1746357471886,TURBO/USDT:USDT,空头,55579,0.005099858932754792,2025-5-4 19:17,0.0050384,2025-5-4 19:19,已平仓,3.415826023578593,15,1746357471886,1746357572046
TURBO/USDT:USDT_1746357643329,TURBO/USDT:USDT,多头,62835,0.005045940018265291,2025-5-4 19:20,0.0051272,2025-5-4 19:29,已平仓,5.105970952300462,15,1746357643329,1746358151604
VOXEL/USDT:USDT_1746003820258,VOXEL/USDT:USDT,多头,1447,0.0849,2025-4-30 17:03,0.08918,2025-4-30 17:04,已平仓,6.193159999999988,23,1746003820258,1746003892241
VOXEL/USDT:USDT_1746004052057,VOXEL/USDT:USDT,多头,617,0.09176,2025-4-30 17:07,0.09585,2025-4-30 17:08,已平仓,2.5235300000000063,32,1746004052057,1746004082017
VOXEL/USDT:USDT_1746004791386,VOXEL/USDT:USDT,多头,382,0.10966,2025-4-30 17:19,0.115,2025-4-30 17:23,已平仓,2.0398800000000046,14,1746004791386,1746004990158
VOXEL/USDT:USDT_1746006731759,VOXEL/USDT:USDT,空头,2168,0.11651000000000002,2025-4-30 17:52,0.11007,2025-4-30 18:26,已平仓,13.961920000000033,4,1746006731759,1746008789025
VOXEL/USDT:USDT_1746010096443,VOXEL/USDT:USDT,多头,242,0.10706,2025-4-30 18:48,0.10293,2025-4-30 18:51,已平仓,-0.99946,17,1746010096443,1746010261351
VOXEL/USDT:USDT_1746155240419,VOXEL/USDT:USDT,空头,981,0.09680276624829127,2025-5-2 11:07,0.09432,2025-5-2 11:28,已平仓,2.43559368957374,16,1746155240419,1746156527836
BRETT/USDT:USDT_1746148066839,BRETT/USDT:USDT,多头,1360,0.06701,2025-5-2 9:07,0.06669,2025-5-2 9:18,已平仓,-0.4352,11,1746148066839,1746148692901
MBOX/USDT:USDT_1746005326301,MBOX/USDT:USDT,多头,614,0.06303560644187216,2025-4-30 17:28,0.06249,2025-4-30 17:56,已平仓,-0.335002355,25,1746005326301,1746006999534
BSW/USDT:USDT_1746002348205,BSW/USDT:USDT,空头,767,0.04348,2025-4-30 16:39,0.04435,2025-4-30 16:46,已平仓,-0.66729,13,1746002348205,1746002796665
BSW/USDT:USDT_1746002839654,BSW/USDT:USDT,多头,3063,0.04523,2025-4-30 16:47,0.05227,2025-4-30 17:10,已平仓,21.563519999999993,13,1746002839654,1746004234018
AIXBT/USDT:USDT_1746094041677,AIXBT/USDT:USDT,空头,3086,0.18480414280259644,2025-5-1 18:07,0.18841,2025-5-1 18:25,已平仓,-11.12767531,19,1746094041677,1746095130022
AIXBT/USDT:USDT_1746095178367,AIXBT/USDT:USDT,空头,1577,0.18720510905601118,2025-5-1 18:26,0.19198,2025-5-1 18:57,已平仓,-7.530003019,10,1746095178367,1746097069023
USUAL/USDT:USDT_1735181497302,USUAL/USDT:USDT,多头,121,1.3606000000000003,2024-12-26 10:51,1.346,2024-12-26 11:57,已平仓,-1.7666,18,1735181497302,1735185478022
USUAL/USDT:USDT_1735185521322,USUAL/USDT:USDT,空头,2237,1.3392,2024-12-26 11:58,1.317,2024-12-26 12:34,已平仓,49.66139999999999,14,1735185521322,1735187666512
USUAL/USDT:USDT_1735189873154,USUAL/USDT:USDT,空头,155,1.3097,2024-12-26 13:11,1.2899,2024-12-26 13:53,已平仓,3.069000000000006,14,1735189873154,1735192415026
USUAL/USDT:USDT_1735193710752,USUAL/USDT:USDT,空头,183,1.3009999999999997,2024-12-26 14:15,1.2862,2024-12-26 14:19,已平仓,2.7083999999999455,15,1735193710752,1735193956768
USUAL/USDT:USDT_1735197622485,USUAL/USDT:USDT,多头,83,1.3039974347826087,2024-12-26 15:20,1.3082,2024-12-26 15:37,已平仓,0.34881291304348405,12,1735197622485,1735198641416
USUAL/USDT:USDT_1735266687099,USUAL/USDT:USDT,多头,207,1.2632322947368422,2024-12-27 10:31,1.2407,2024-12-27 10:48,已平仓,-4.664185011,7,1735266687099,1735267713030
USUAL/USDT:USDT_1735267735588,USUAL/USDT:USDT,空头,264,1.2405,2024-12-27 10:48,1.253,2024-12-27 11:07,已平仓,-3.3,32,1735267735588,1735268827234
USUAL/USDT:USDT_1735268887098,USUAL/USDT:USDT,多头,233,1.2592,2024-12-27 11:08,1.2672,2024-12-27 11:09,已平仓,1.8640000000000017,11,1735268887098,1735268975654
USUAL/USDT:USDT_1735289620970,USUAL/USDT:USDT,空头,96,1.1400000000000001,2024-12-27 16:53,1.1533,2024-12-27 17:03,已平仓,-1.2768,8,1735289620970,1735290231041
USUAL/USDT:USDT_1735290357148,USUAL/USDT:USDT,多头,221,1.1689000000000003,2024-12-27 17:05,1.1804,2024-12-27 17:06,已平仓,2.5414999999999166,12,1735290357148,1735290380207
USUAL/USDT:USDT_1735290434846,USUAL/USDT:USDT,多头,819,1.1775,2024-12-27 17:07,1.2035,2024-12-27 20:34,已平仓,21.29400000000002,10,1735290434846,1735302843492
USUAL/USDT:USDT_1735302911387,USUAL/USDT:USDT,多头,92,1.2037806167400882,2024-12-27 20:35,1.2124,2024-12-27 20:51,已平仓,0.79298325991188,21,1735302911387,1735303879905
USUAL/USDT:USDT_1735304157975,USUAL/USDT:USDT,空头,856,1.2116656504065038,2024-12-27 20:55,1.1987,2024-12-27 21:02,已平仓,11.098596747967132,19,1735304157975,1735304561743
USUAL/USDT:USDT_1735304718440,USUAL/USDT:USDT,多头,1141,1.196,2024-12-27 21:05,1.2004,2024-12-27 21:09,已平仓,5.020399999999954,13,1735304718440,1735304946366
USUAL/USDT:USDT_1735305174417,USUAL/USDT:USDT,多头,14,1.2031685474189675,2024-12-27 21:12,1.197,2024-12-27 21:41,已平仓,-0.086359664,26,1735305174417,1735306890371
USUAL/USDT:USDT_1735306901855,USUAL/USDT:USDT,空头,1792,1.1965657884231535,2024-12-27 21:41,1.2029,2024-12-27 21:55,已平仓,-11.35090715,14,1735306901855,1735307711129
USUAL/USDT:USDT_1735307721403,USUAL/USDT:USDT,多头,310,1.2016469125902165,2024-12-27 21:55,1.2069,2024-12-27 22:13,已平仓,1.6284570970329115,16,1735307721403,1735308835368
USUAL/USDT:USDT_1735308951075,USUAL/USDT:USDT,空头,11,1.203264469453376,2024-12-27 22:15,1.196,2024-12-27 22:24,已平仓,0.07990916398713721,18,1735308951075,1735309494292
USUAL/USDT:USDT_1735310182721,USUAL/USDT:USDT,多头,113,1.19,2024-12-27 22:36,1.184,2024-12-27 22:39,已平仓,-0.678,8,1735310182721,1735310359028
USUAL/USDT:USDT_1735310363714,USUAL/USDT:USDT,空头,2183,1.1857999999999997,2024-12-27 22:39,1.1807,2024-12-27 22:59,已平仓,11.13329999999926,15,1735310363714,1735311586702
USUAL/USDT:USDT_1735311684373,USUAL/USDT:USDT,空头,200,1.1734587033398822,2024-12-27 23:01,1.1682,2024-12-27 23:11,已平仓,1.051740667976464,22,1735311684373,1735312308686
USUAL/USDT:USDT_1735312685470,USUAL/USDT:USDT,多头,244,1.1560662687716596,2024-12-27 23:18,1.1511,2024-12-27 23:24,已平仓,-1.21176958,23,1735312685470,1735313069967
USUAL/USDT:USDT_1735313098711,USUAL/USDT:USDT,空头,155,1.1515996928982726,2024-12-27 23:24,1.1591,2024-12-27 23:45,已平仓,-1.162547601,17,1735313098711,1735314354699
USUAL/USDT:USDT_1735319259983,USUAL/USDT:USDT,多头,506,1.153,2024-12-28 1:07,1.1632,2024-12-28 2:20,已平仓,5.161199999999994,12,1735319259983,1735323659143
USUAL/USDT:USDT_1735358459812,USUAL/USDT:USDT,多头,1180,1.1522710072769053,2024-12-28 12:00,1.1559,2024-12-28 12:24,已平仓,4.2822114132516065,17,1735358459812,1735359840629
USUAL/USDT:USDT_1735359909671,USUAL/USDT:USDT,空头,260,1.1565,2024-12-28 12:25,1.1642,2024-12-28 12:38,已平仓,-2.002,17,1735359909671,1735360735025
USUAL/USDT:USDT_1735360845068,USUAL/USDT:USDT,多头,358,1.1636,2024-12-28 12:40,1.1728,2024-12-28 12:42,已平仓,3.2936000000000347,6,1735360845068,1735360964491
USUAL/USDT:USDT_1735361448426,USUAL/USDT:USDT,多头,218,1.1806584022038566,2024-12-28 12:50,1.1906,2024-12-28 13:03,已平仓,2.167268319559273,14,1735361448426,1735362182646
USUAL/USDT:USDT_1735363604285,USUAL/USDT:USDT,空头,151,1.1978,2024-12-28 13:26,1.194,2024-12-28 13:35,已平仓,0.5738000000000039,9,1735363604285,1735364157822
USUAL/USDT:USDT_1735364469755,USUAL/USDT:USDT,空头,2345,1.1925,2024-12-28 13:41,1.1802,2024-12-28 13:52,已平仓,28.84349999999995,7,1735364469755,1735365160028
USUAL/USDT:USDT_1735365576782,USUAL/USDT:USDT,空头,36,1.173,2024-12-28 13:59,1.1626,2024-12-28 14:02,已平仓,0.37439999999999873,7,1735365576782,1735365754023
USUAL/USDT:USDT_1735366261063,USUAL/USDT:USDT,多头,684,1.169,2024-12-28 14:11,1.1882,2024-12-28 14:13,已平仓,13.132799999999921,9,1735366261063,1735366397203
USUAL/USDT:USDT_1735369456582,USUAL/USDT:USDT,多头,555,1.185,2024-12-28 15:04,1.1936,2024-12-28 15:35,已平仓,4.772999999999968,12,1735369456582,1735371315877
USUAL/USDT:USDT_1735371609635,USUAL/USDT:USDT,空头,912,1.195867306155076,2024-12-28 15:40,1.1888,2024-12-28 16:00,已平仓,6.4453832134292135,16,1735371609635,1735372856069
USUAL/USDT:USDT_1735373007572,USUAL/USDT:USDT,空头,1995,1.1818954204500594,2024-12-28 16:03,1.1689,2024-12-28 16:12,已平仓,25.92586379786831,10,1735373007572,1735373528042
USUAL/USDT:USDT_1735374019451,USUAL/USDT:USDT,空头,2173,1.159691344667697,2024-12-28 16:20,1.1469,2024-12-28 17:03,已平仓,27.795591962905682,16,1735374019451,1735376623507
USUAL/USDT:USDT_1735381319657,USUAL/USDT:USDT,多头,661,1.1302,2024-12-28 18:21,1.1176,2024-12-28 18:31,已平仓,-8.3286,12,1735381319657,1735381911026
USUAL/USDT:USDT_1735381977904,USUAL/USDT:USDT,多头,110,1.1254,2024-12-28 18:32,1.11,2024-12-28 18:53,已平仓,-1.694,24,1735381977904,1735383239028
USUAL/USDT:USDT_1735383263068,USUAL/USDT:USDT,空头,2242,1.1115,2024-12-28 18:54,1.0928,2024-12-28 18:56,已平仓,41.92539999999986,8,1735383263068,1735383365580
USUAL/USDT:USDT_1735383402180,USUAL/USDT:USDT,空头,173,1.0689364553093965,2024-12-28 18:56,1.063,2024-12-28 18:58,已平仓,1.0270067685256068,16,1735383402180,1735383515566
USUAL/USDT:USDT_1735383652811,USUAL/USDT:USDT,空头,298,1.062047298891248,2024-12-28 19:00,1.0632,2024-12-28 19:50,已平仓,-0.34350493,36,1735383652811,1735386604315
USUAL/USDT:USDT_1735388839976,USUAL/USDT:USDT,空头,22,1.056969676834793,2024-12-28 20:27,1.0445,2024-12-28 20:37,已平仓,0.2743328903654447,14,1735388839976,1735389449140
USUAL/USDT:USDT_1735444627067,USUAL/USDT:USDT,空头,556,1.0777982752425441,2024-12-29 11:57,1.0894,2024-12-29 12:01,已平仓,-6.450558965,28,1735444627067,1735444895025
USUAL/USDT:USDT_1735445274805,USUAL/USDT:USDT,空头,436,1.093,2024-12-29 12:07,1.0973,2024-12-29 12:10,已平仓,-1.8748,12,1735445274805,1735445413039
USUAL/USDT:USDT_1735445474346,USUAL/USDT:USDT,多头,147,1.1064671509791537,2024-12-29 12:11,1.0959,2024-12-29 12:20,已平仓,-1.553371194,24,1735445474346,1735446008514
USUAL/USDT:USDT_1735446014501,USUAL/USDT:USDT,空头,992,1.0930044004400439,2024-12-29 12:20,1.1016,2024-12-29 12:58,已平仓,-8.526834763,17,1735446014501,1735448312658
USUAL/USDT:USDT_1735448337037,USUAL/USDT:USDT,多头,3,1.099,2024-12-29 12:58,1.0866,2024-12-29 13:06,已平仓,-0.0372,13,1735448337037,1735448787749
USUAL/USDT:USDT_1735449037153,USUAL/USDT:USDT,多头,200,1.0916164627752534,2024-12-29 13:10,1.0955,2024-12-29 13:35,已平仓,0.7767074449493094,18,1735449037153,1735450522888
USUAL/USDT:USDT_1735450707163,USUAL/USDT:USDT,空头,332,1.095,2024-12-29 13:38,1.086,2024-12-29 14:03,已平仓,2.987999999999966,10,1735450707163,1735452202024
USUAL/USDT:USDT_1735452714500,USUAL/USDT:USDT,空头,197,1.0835498849987222,2024-12-29 14:11,1.1197,2024-12-29 15:17,已平仓,-7.121572655,14,1735452714500,1735456637143
USUAL/USDT:USDT_1735456645666,USUAL/USDT:USDT,多头,79,1.116034332590642,2024-12-29 15:17,1.1251,2024-12-29 18:58,已平仓,0.7161877253392726,22,1735456645666,1735469905289
USUAL/USDT:USDT_1735470278583,USUAL/USDT:USDT,空头,62,1.1152667660208646,2024-12-29 19:04,1.1075,2024-12-29 19:40,已平仓,0.4815394932936101,19,1735470278583,1735472416490
USUAL/USDT:USDT_1735472887589,USUAL/USDT:USDT,空头,15,1.112,2024-12-29 19:48,1.0983,2024-12-29 20:03,已平仓,0.20550000000000068,10,1735472887589,1735473809596
USUAL/USDT:USDT_1735474421980,USUAL/USDT:USDT,空头,69,1.0943299270072993,2024-12-29 20:13,1.099,2024-12-29 20:20,已平仓,-0.322235036,19,1735474421980,1735474823846
USUAL/USDT:USDT_1735474835571,USUAL/USDT:USDT,多头,215,1.0992999999999997,2024-12-29 20:20,1.0902,2024-12-29 20:24,已平仓,-1.9565,27,1735474835571,1735475040653
USUAL/USDT:USDT_1735475086224,USUAL/USDT:USDT,空头,137,1.0919997086671522,2024-12-29 20:24,1.0789,2024-12-29 20:34,已平仓,1.7946600873998604,16,1735475086224,1735475666864
USUAL/USDT:USDT_1735475791048,USUAL/USDT:USDT,空头,729,1.0735053859964094,2024-12-29 20:36,1.0597,2024-12-29 21:10,已平仓,10.064126391382414,15,1735475791048,1735477817992
USUAL/USDT:USDT_1735478096471,USUAL/USDT:USDT,多头,2817,1.0647,2024-12-29 21:14,1.0749,2024-12-29 21:19,已平仓,28.733399999999964,5,1735478096471,1735478358334
USUAL/USDT:USDT_1735478790060,USUAL/USDT:USDT,多头,5,1.0584999999999998,2024-12-29 21:26,1.055,2024-12-29 21:29,已平仓,-0.0175,18,1735478790060,1735478949628
USUAL/USDT:USDT_1735479005334,USUAL/USDT:USDT,空头,103,1.0550000000000004,2024-12-29 21:30,1.0601,2024-12-29 21:51,已平仓,-0.5253,14,1735479005334,1735480285660
USUAL/USDT:USDT_1735566653624,USUAL/USDT:USDT,空头,5,1.0202651922422592,2024-12-30 21:50,1.0038,2024-12-30 22:33,已平仓,0.08232596121129587,15,1735566653624,1735569215212
USUAL/USDT:USDT_1735641553501,USUAL/USDT:USDT,多头,3002,0.9054753605769231,2024-12-31 18:39,0.9199,2024-12-31 19:26,已平仓,43.30276754807692,8,1735641553501,1735644389116
USUAL/USDT:USDT_1735647924589,USUAL/USDT:USDT,空头,181,0.9066317205926822,2024-12-31 20:25,0.901,2024-12-31 21:07,已平仓,1.019341427275466,11,1735647924589,1735650448089
USUAL/USDT:USDT_1735650824189,USUAL/USDT:USDT,多头,261,0.9091262868369352,2024-12-31 21:13,0.914,2024-12-31 21:15,已平仓,1.2720391355599237,15,1735650824189,1735650924381
USUAL/USDT:USDT_1735651143293,USUAL/USDT:USDT,多头,242,0.9158550595238095,2024-12-31 21:19,0.9383,2024-12-31 22:37,已平仓,5.431675595238101,32,1735651143293,1735655855726
USUAL/USDT:USDT_1735655942296,USUAL/USDT:USDT,多头,142,0.9319,2024-12-31 22:39,0.9365,2024-12-31 22:41,已平仓,0.6532000000000069,24,1735655942296,1735656072165
USUAL/USDT:USDT_1735656559876,USUAL/USDT:USDT,多头,2957,0.9322000000000001,2024-12-31 22:49,0.9348,2024-12-31 23:49,已平仓,7.6881999999994814,11,1735656559876,1735660187868
USUAL/USDT:USDT_1735697064102,USUAL/USDT:USDT,多头,407,0.9275684762492289,2025-1-1 10:04,0.9347,2025-1-1 10:20,已平仓,2.9025301665638317,10,1735697064102,1735698007343
USUAL/USDT:USDT_1735700409520,USUAL/USDT:USDT,多头,216,0.9321253958398013,2025-1-1 11:00,0.9343,2025-1-1 11:45,已平仓,0.4697144986029338,28,1735700409520,1735703121658
USUAL/USDT:USDT_1735703731052,USUAL/USDT:USDT,多头,1743,0.9400261483038127,2025-1-1 11:55,0.9301,2025-1-1 12:17,已平仓,-17.30127649,25,1735703731052,1735705030060
USUAL/USDT:USDT_1735705037597,USUAL/USDT:USDT,空头,302,0.9241221296296298,2025-1-1 12:17,0.9276,2025-1-1 13:34,已平仓,-1.050316852,47,1735705037597,1735709643486
USUAL/USDT:USDT_1735709649037,USUAL/USDT:USDT,多头,954,0.929,2025-1-1 13:34,0.9218,2025-1-1 13:43,已平仓,-6.8688,20,1735709649037,1735710186045
USUAL/USDT:USDT_1735710293318,USUAL/USDT:USDT,空头,1369,0.9242,2025-1-1 13:44,0.91,2025-1-1 13:58,已平仓,19.439799999999988,15,1735710293318,1735711092044
USUAL/USDT:USDT_1735711123031,USUAL/USDT:USDT,空头,179,0.9130224937200273,2025-1-1 13:58,0.9105,2025-1-1 14:41,已平仓,0.4515263758848921,32,1735711123031,1735713679746
USUAL/USDT:USDT_1735714278211,USUAL/USDT:USDT,空头,176,0.9153458791208792,2025-1-1 14:51,0.9233,2025-1-1 15:10,已平仓,-1.399925275,32,1735714278211,1735715430744
USUAL/USDT:USDT_1735715444293,USUAL/USDT:USDT,多头,4340,0.9253827649769585,2025-1-1 15:10,0.9351,2025-1-1 16:07,已平仓,42.172800000000365,5,1735715444293,1735718865788
USUAL/USDT:USDT_1735720422458,USUAL/USDT:USDT,空头,332,0.9200790728129911,2025-1-1 16:33,0.914,2025-1-1 17:09,已平仓,2.018252173913021,20,1735720422458,1735722550516
USUAL/USDT:USDT_1735722591664,USUAL/USDT:USDT,多头,148,0.9086000000000001,2025-1-1 17:09,0.9003,2025-1-1 17:20,已平仓,-1.2284,19,1735722591664,1735723236078
USUAL/USDT:USDT_1735723251581,USUAL/USDT:USDT,空头,5556,0.8997248560115191,2025-1-1 17:20,0.9119,2025-1-1 18:36,已平仓,-67.6451,15,1735723251581,1735727760043
USUAL/USDT:USDT_1735727882308,USUAL/USDT:USDT,多头,4381,0.9128354941794112,2025-1-1 18:38,0.9264,2025-1-1 20:04,已平仓,59.426099999999394,18,1735727882308,1735733064684
USUAL/USDT:USDT_1735735875286,USUAL/USDT:USDT,多头,632,0.9621915394067053,2025-1-1 20:51,0.9441,2025-1-1 22:30,已平仓,-11.43385291,24,1735735875286,1735741835064
USUAL/USDT:USDT_1735741845816,USUAL/USDT:USDT,空头,2788,0.9454,2025-1-1 22:30,0.9585,2025-1-1 22:40,已平仓,-36.5228,17,1735741845816,1735742417567
USUAL/USDT:USDT_1735742421757,USUAL/USDT:USDT,多头,731,0.9572,2025-1-1 22:40,0.9387,2025-1-1 23:06,已平仓,-13.5235,10,1735742421757,1735743969071
USUAL/USDT:USDT_1735744076904,USUAL/USDT:USDT,多头,549,0.9412849122807019,2025-1-1 23:07,0.9292,2025-1-2 0:14,已平仓,-6.634616842,19,1735744076904,1735748076804
USUAL/USDT:USDT_1735748085423,USUAL/USDT:USDT,空头,590,0.9270568743286789,2025-1-2 0:14,0.9236,2025-1-2 0:22,已平仓,2.0395558539205605,12,1735748085423,1735748557012
USUAL/USDT:USDT_1735787464436,USUAL/USDT:USDT,多头,119,0.9730535978112175,2025-1-2 11:11,0.9586,2025-1-2 11:55,已平仓,-1.71997814,40,1735787464436,1735790149097
USUAL/USDT:USDT_1735790157567,USUAL/USDT:USDT,空头,91,0.9589,2025-1-2 11:55,0.968,2025-1-2 12:13,已平仓,-0.8281,115,1735790157567,1735791185502
USUAL/USDT:USDT_1735791200939,USUAL/USDT:USDT,多头,47,0.967946015936255,2025-1-2 12:13,0.9711,2025-1-2 12:44,已平仓,0.14823725099601537,20,1735791200939,1735793080604
USUAL/USDT:USDT_1735793289360,USUAL/USDT:USDT,多头,1051,0.9767,2025-1-2 12:48,0.9551,2025-1-2 13:12,已平仓,-22.7016,14,1735793289360,1735794745327
USUAL/USDT:USDT_1735794804452,USUAL/USDT:USDT,空头,1376,0.9576614224137932,2025-1-2 13:13,0.9808,2025-1-2 16:01,已平仓,-31.83868276,25,1735794804452,1735804908039
USUAL/USDT:USDT_1735804911481,USUAL/USDT:USDT,多头,575,0.9804000000000002,2025-1-2 16:01,0.9895,2025-1-2 16:21,已平仓,5.232499999999934,28,1735804911481,1735806071642
USUAL/USDT:USDT_1735806218565,USUAL/USDT:USDT,空头,2497,0.9879,2025-1-2 16:23,0.9961,2025-1-2 16:29,已平仓,-20.4754,18,1735806218565,1735806548044
USUAL/USDT:USDT_1735806552724,USUAL/USDT:USDT,多头,353,0.9970000000000001,2025-1-2 16:29,1.0217,2025-1-2 16:34,已平仓,8.71909999999998,14,1735806552724,1735806851749
USUAL/USDT:USDT_1735806907672,USUAL/USDT:USDT,多头,449,1.0433357664233578,2025-1-2 16:35,1.0414,2025-1-2 16:41,已平仓,-0.869159124,30,1735806907672,1735807277210
USUAL/USDT:USDT_1735807464101,USUAL/USDT:USDT,空头,53,1.0258847496790757,2025-1-2 16:44,1.0183,2025-1-2 17:01,已平仓,0.4019917329910143,24,1735807464101,1735808519744
USUAL/USDT:USDT_1735809938588,USUAL/USDT:USDT,多头,611,1.0237,2025-1-2 17:25,1.027,2025-1-2 18:21,已平仓,2.0162999999999136,12,1735809938588,1735813261454
USUAL/USDT:USDT_1735813731064,USUAL/USDT:USDT,多头,20,1.0336,2025-1-2 18:28,1.0626,2025-1-2 18:38,已平仓,0.5799999999999983,20,1735813731064,1735814337881
USUAL/USDT:USDT_1735831212671,USUAL/USDT:USDT,空头,186,1.0161,2025-1-2 23:20,1.0025,2025-1-2 23:35,已平仓,2.5296000000000105,18,1735831212671,1735832158820
USUAL/USDT:USDT_1735832221315,USUAL/USDT:USDT,空头,274,1.0033508127633954,2025-1-2 23:37,1.0145,2025-1-3 0:20,已平仓,-3.054877303,24,1735832221315,1735834811473
USUAL/USDT:USDT_1735872980441,USUAL/USDT:USDT,空头,1114,0.9911292795769994,2025-1-3 10:56,0.9769,2025-1-3 12:39,已平仓,15.851417448777305,9,1735872980441,1735879190025
USUAL/USDT:USDT_1735879840386,USUAL/USDT:USDT,多头,210,0.9728,2025-1-3 12:50,0.9696,2025-1-3 12:52,已平仓,-0.672,9,1735879840386,1735879943256
USUAL/USDT:USDT_1735880089334,USUAL/USDT:USDT,空头,101,0.9668,2025-1-3 12:54,0.9761,2025-1-3 13:00,已平仓,-0.9393,7,1735880089334,1735880424297
USUAL/USDT:USDT_1735880431957,USUAL/USDT:USDT,多头,178,0.9735745861733203,2025-1-3 13:00,0.9601,2025-1-3 14:22,已平仓,-2.398476339,26,1735880431957,1735885375188
USUAL/USDT:USDT_1735885459068,USUAL/USDT:USDT,空头,100,0.9586988789237667,2025-1-3 14:24,0.9523,2025-1-3 15:11,已平仓,0.6398878923766671,15,1735885459068,1735888309335
USUAL/USDT:USDT_1735889209148,USUAL/USDT:USDT,空头,855,0.9344,2025-1-3 15:26,0.9315,2025-1-3 16:13,已平仓,2.479500000000012,11,1735889209148,1735892019239
USUAL/USDT:USDT_1735892053799,USUAL/USDT:USDT,空头,3566,0.9324178871268656,2025-1-3 16:14,0.9154,2025-1-3 18:07,已平仓,60.685785494402666,19,1735892053799,1735898832665
USUAL/USDT:USDT_1735959698145,USUAL/USDT:USDT,空头,46,0.9864919015225138,2025-1-4 11:01,0.995,2025-1-6 16:01,已平仓,-0.39137253,52,1735959698145,1736150496128
USUAL/USDT:USDT_1736150496128_reverse,USUAL/USDT:USDT,多头,639,0.9950000000000001,2025-1-6 16:01,0.988,2025-1-6 16:25,已平仓,-4.473,24,1736150496128,1736151945591
USUAL/USDT:USDT_1736151945591_reverse,USUAL/USDT:USDT,空头,46,0.9821659057795047,2025-1-6 16:25,0.9722,2025-1-6 21:23,已平仓,0.45843166585721784,21,1736151945591,1736169813814
USUAL/USDT:USDT_1736169813814_reverse,USUAL/USDT:USDT,多头,264,0.9825012713547873,2025-1-6 21:23,0.9924,2025-1-6 23:39,已平仓,2.6132643623361487,57,1736169813814,1736177992237
USUAL/USDT:USDT_1736177992237_reverse,USUAL/USDT:USDT,空头,46,0.9910057367387034,2025-1-6 23:39,1.0075,2025-1-7 0:10,已平仓,-0.75873611,39,1736177992237,1736179839216
USUAL/USDT:USDT_1736179839216_reverse,USUAL/USDT:USDT,多头,3805,1.0075,2025-1-7 0:10,0.9971,2025-1-7 0:16,已平仓,-39.572,14,1736179839216,1736180213827
USUAL/USDT:USDT_1736180213827_reverse,USUAL/USDT:USDT,空头,46,0.996802275350371,2025-1-7 0:16,0.9266,2025-1-7 11:06,已平仓,3.229304666117068,16,1736180213827,1736219178894
USUAL/USDT:USDT_1736219178894_reverse,USUAL/USDT:USDT,多头,256,0.9266,2025-1-7 11:06,0.9318,2025-1-7 11:13,已平仓,1.3311999999999955,11,1736219178894,1736219589283
USUAL/USDT:USDT_1736219589283_reverse,USUAL/USDT:USDT,空头,46,0.9318,2025-1-7 11:13,,,持仓中,0,1,1736219589283,
GRIFFAIN/USDT:USDT_1746094156653,GRIFFAIN/USDT:USDT,多头,1366,0.06666453697534976,2025-5-1 18:09,0.06558,2025-5-1 18:44,已平仓,-1.481477508,15,1746094156653,1746096265690
ALCH/USDT:USDT_1746184871114,ALCH/USDT:USDT,空头,2098,0.17705,2025-5-2 19:21,0.18128,2025-5-2 19:44,已平仓,-8.87454,9,1746184871114,1746186243417
SWARMS/USDT:USDT_1746149516688,SWARMS/USDT:USDT,空头,22103,0.03656000000000001,2025-5-2 9:31,0.03482,2025-5-2 10:25,已平仓,38.45922000000027,10,1746149516688,1746152757020
SONIC/USDT:USDT_1746006063826,SONIC/USDT:USDT,多头,292.4999999999994,0.2956931202328382,2025-4-30 17:41,0.2867,2025-4-30 19:17,已平仓,-2.630487668,21,1746006063826,1746011827023
SONIC/USDT:USDT_1746011827023_reverse,SONIC/USDT:USDT,空头,6.252776074688882e-13,0.2867,2025-4-30 19:17,,,持仓中,0,1,1746011827023,
SOLV/USDT:USDT_1746162886012,SOLV/USDT:USDT,多头,19844,0.03623262656343062,2025-5-2 13:14,0.035,2025-5-2 17:48,已平仓,-24.46024152,13,1746162886012,1746179295032
VINE/USDT:USDT_1746182795681,VINE/USDT:USDT,多头,3643,0.05345,2025-5-2 18:46,0.05308,2025-5-2 19:09,已平仓,-1.34791,12,1746182795681,1746184160689
PIPPIN/USDT:USDT_1746082147072,PIPPIN/USDT:USDT,多头,6942,0.022549999999999997,2025-5-1 14:49,0.02257,2025-5-1 15:35,已平仓,0.13884000000001842,11,1746082147072,1746084936149
PIPPIN/USDT:USDT_1746085980133,PIPPIN/USDT:USDT,空头,545,0.022228705650341046,2025-5-1 15:53,0.02238,2025-5-1 16:09,已平仓,-0.082455421,31,1746085980133,1746086952139
