仓位ID,交易对,方向,数量,开仓价格,开仓时间,平仓价格,平仓时间,状态,PnL,交易次数,原始开仓时间戳,原始平仓时间戳
SOL/USDT:USDT_1735009185267,SOL/USDT:USDT,空头,2,187.8,2024-12-24 10:59,188.83,2024-12-24 11:31,已平仓,-2.06,4,1735009185267,1735011095019
SOL/USDT:USDT_1735014402665,SOL/USDT:USDT,多头,20,190.44,2024-12-24 12:26,191.54,2024-12-24 14:29,已平仓,21.999999999999886,3,1735014402665,1735021791091
SOL/USDT:USDT_1735033744122,SOL/USDT:USDT,多头,20,192.98999999999998,2024-12-24 17:49,190.92,2024-12-24 18:47,已平仓,-41.4,4,1735033744122,1735037270014
SOL/USDT:USDT_1735037300023,SOL/USDT:USDT,空头,17,191.4,2024-12-24 18:48,192.53,2024-12-24 21:18,已平仓,-19.21,10,1735037300023,1735046310459
SOL/USDT:USDT_1735046685486,SOL/USDT:USDT,多头,20,193.19,2024-12-24 21:24,195.09,2024-12-24 22:42,已平仓,38.000000000000114,2,1735046685486,1735051341331
SOL/USDT:USDT_1735053920005,SOL/USDT:USDT,多头,3,196.95,2024-12-24 23:25,197.54,2024-12-24 23:30,已平仓,1.7700000000000102,7,1735053920005,1735054241377
SOL/USDT:USDT_1735056004947,SOL/USDT:USDT,空头,20,197.7,2024-12-25 0:00,196.75,2024-12-25 0:12,已平仓,18.999999999999773,5,1735056004947,1735056734343
SOL/USDT:USDT_1735119936529,SOL/USDT:USDT,多头,4,197.45,2024-12-25 17:45,198,2024-12-25 17:58,已平仓,2.2000000000000455,11,1735119936529,1735120721060
SOL/USDT:USDT_1735121518043,SOL/USDT:USDT,多头,13,198.65,2024-12-25 18:11,200.35,2024-12-25 18:23,已平仓,22.099999999999852,5,1735121518043,1735122180148
SOL/USDT:USDT_1735124469966,SOL/USDT:USDT,多头,16,197.13,2024-12-25 19:01,197.77,2024-12-25 19:29,已平仓,10.240000000000236,5,1735124469966,1735126172969
SOL/USDT:USDT_1735127058024,SOL/USDT:USDT,空头,1,196.25,2024-12-25 19:44,195.53,2024-12-25 20:09,已平仓,0.7199999999999989,11,1735127058024,1735128578535
SOL/USDT:USDT_1735180733381,SOL/USDT:USDT,多头,4,198.17,2024-12-26 10:38,198.12,2024-12-26 10:39,已平仓,-0.2,3,1735180733381,1735180745156
SOL/USDT:USDT_1735182920996,SOL/USDT:USDT,多头,6,196,2024-12-26 11:15,196.71,2024-12-26 11:57,已平仓,4.260000000000048,12,1735182920996,1735185422207
SOL/USDT:USDT_1735307978269,SOL/USDT:USDT,多头,21,189.37000000000003,2024-12-27 21:59,188.7,2024-12-27 22:03,已平仓,-14.07,9,1735307978269,1735308225038
SOL/USDT:USDT_1735357962483,SOL/USDT:USDT,空头,20,185.16,2024-12-28 11:52,184.39,2024-12-28 12:41,已平仓,15.400000000000205,3,1735357962483,1735360906541
SOL/USDT:USDT_1735361602260,SOL/USDT:USDT,空头,21,184.7,2024-12-28 12:53,185.4,2024-12-28 13:13,已平仓,-14.7,2,1735361602260,1735362780245
SOL/USDT:USDT_1735362883518,SOL/USDT:USDT,空头,8,185.4,2024-12-28 13:14,185.79,2024-12-28 13:25,已平仓,-3.12,7,1735362883518,1735363523861
SOL/USDT:USDT_1735363714708,SOL/USDT:USDT,多头,6,185.8,2024-12-28 13:28,185.31,2024-12-28 14:18,已平仓,-2.94,12,1735363714708,1735366734601
SOL/USDT:USDT_1735482756847,SOL/USDT:USDT,空头,20,193.39,2024-12-29 22:32,193.21,2024-12-29 22:37,已平仓,3.599999999999568,6,1735482756847,1735483053668
FLM/USDT:USDT_1746087459089,FLM/USDT:USDT,空头,15582,0.0475,2025-5-1 16:17,0.0472,2025-5-1 16:24,已平仓,4.674600000000026,2,1746087459089,1746087874607
FLM/USDT:USDT_1746088922258,FLM/USDT:USDT,空头,2541,0.048067278486152845,2025-5-1 16:42,0.0489,2025-5-1 17:25,已平仓,-2.115945367,4,1746088922258,1746091538845
WLD/USDT:USDT_1747035280872,WLD/USDT:USDT,多头,162,1.3226112798264642,2025-5-12 15:34,1.2292,2025-5-13 2:32,已平仓,-15.13262733,5,1747035280872,1747074776113
WLD/USDT:USDT_1747087065950,WLD/USDT:USDT,多头,144,1.2487999999999997,2025-5-13 5:57,1.2767,2025-5-13 7:47,已平仓,4.017600000000037,26,1747087065950,1747093654953
WLD/USDT:USDT_1747093673747,WLD/USDT:USDT,多头,113,1.2776000000000003,2025-5-13 7:47,1.21,2025-5-13 10:16,已平仓,-7.6388,5,1747093673747,1747102586724
OMNI/USDT:USDT_1746182530636,OMNI/USDT:USDT,空头,9.469999999999985,2.351,2025-5-2 18:42,2.298,2025-5-2 18:49,已平仓,0.5019099999999986,16,1746182530636,1746182953343
